uid,formula,n_c,sets,grid,rung
941,C34H20,34,300K+50K+600K,300-3799/3500,
942,C34H20,34,300K+50K+600K,300-3799/3500,
945,C34H20,34,300K+50K+600K,300-3799/3500,
946,C34H20,34,300K+50K+600K,300-3799/3500,
947,C34H20,34,300K+50K+600K,300-3799/3500,
950,C34H20,34,300K+50K+600K,300-3799/3500,
951,C34H20,34,300K+50K+600K,300-3799/3500,
961,C34H20,34,300K+50K+600K,300-3799/3500,
962,C34H20,34,300K+50K+600K,300-3799/3500,
965,C34H20,34,300K+50K+600K,300-3799/3500,
966,C34H20,34,300K+50K+600K,300-3799/3500,
967,C34H20,34,300K+50K+600K,300-3799/3500,
969,C34H20,34,300K+50K+600K,300-3799/3500,
971,C34H20,34,300K+50K+600K,300-3799/3500,
979,C34H20,34,300K+50K+600K,300-3799/3500,
980,C34H20,34,300K+50K+600K,300-3799/3500,
983,C34H20,34,300K+50K+600K,300-3799/3500,
985,C34H20,34,300K+50K+600K,300-3799/3500,
988,C34H20,34,300K+50K+600K,300-3799/3500,
989,C34H20,34,300K+50K+600K,300-3799/3500,
992,C34H20,34,300K+50K+600K,300-3799/3500,
995,C34H20,34,300K+50K+600K,300-3799/3500,
998,C34H20,34,300K+50K+600K,300-3799/3500,
3229,C35H15,35,300K+50K+600K,300-3799/3500,
128,C36H16,36,300K+50K+600K+EXP,300-3799/3500,
154,C36H16,36,300K+50K+600K+EXP,300-3799/3500,
3991,C36H18,36,300K+50K+600K,300-3799/3500,
3994,C36H18,36,300K+50K+600K,300-3799/3500,
3997,C36H18,36,300K+50K+600K,300-3799/3500,
4000,C36H20,36,300K+50K+600K,300-3799/3500,
534,C36H20,36,300K+50K+600K+EXP,300-3799/3500,
3232,C37H15,37,300K+50K+600K,300-3799/3500,
3164,C38H16,38,300K+50K+600K,300-3799/3500,
131,C40H18,40,300K+50K+600K+EXP,300-3799/3500,
533,C40H22,40,300K+50K+600K+EXP,300-3799/3500,
555,C40H18,40,300K+50K+600K+EXP,300-3799/3500,
625,C40H16,40,300K+50K+600K,300-3799/3500,
105,C42H18,42,300K+50K+600K+EXP,300-3799/3500,
134,C42H18,42,300K+50K+600K+EXP,300-3799/3500,
137,C42H22,42,EXP,300-3799/3500,
156,C42H22,42,300K+50K+600K,300-3799/3500,
3969,C42H22,42,300K+50K+600K,300-3799/3500,
3970,C42H22,42,300K+50K+600K,300-3799/3500,
3973,C42H24,42,300K+50K+600K,300-3799/3500,
3976,C42H18,42,300K+50K+600K,300-3799/3500,
3983,C42H20,42,300K+50K+600K,300-3799/3500,
3984,C42H20,42,300K+50K+600K,300-3799/3500,
3985,C42H20,42,300K+50K+600K,300-3799/3500,
620,C42H16,42,300K+50K+600K,300-3799/3500,
3235,C43H17,43,300K+50K+600K,300-3799/3500,
140,C44H20,44,300K+50K+600K+EXP,300-3799/3500,
3238,C45H17,45,300K+50K+600K,300-3799/3500,
718,C45H15,45,300K+50K+600K,300-3799/3500,
3169,C46H18,46,300K+50K+600K,300-3799/3500,
76,C47H17,47,300K+50K+600K,300-3799/3500,
78,C47H18,47,300K+50K+600K,300-3799/3500,
79,C47H18,47,300K+50K+600K,300-3799/3500,
80,C47H18,47,300K+50K+600K,300-3799/3500,
81,C47H18,47,300K+50K+600K,300-3799/3500,
82,C47H18,47,300K+50K+600K,300-3799/3500,
83,C47H18,47,300K+50K+600K,300-3799/3500,
84,C47H18,47,300K+50K+600K,300-3799/3500,
85,C47H18,47,300K+50K+600K,300-3799/3500,
86,C47H18,47,300K+50K+600K,300-3799/3500,
100,C48H20,48,300K+50K+600K+EXP,300-3799/3500,
143,C48H22,48,300K+50K+600K+EXP,300-3799/3500,
146,C48H20,48,300K+50K+600K+EXP,300-3799/3500,
35,C48H18,48,300K+50K+600K,300-3799/3500,
3912,C48H26,48,300K+50K+600K,300-3799/3500,
3913,C48H26,48,300K+50K+600K,300-3799/3500,
3930,C48H24,48,300K+50K+600K,300-3799/3500,
3931,C48H24,48,300K+50K+600K,300-3799/3500,
3932,C48H24,48,300K+50K+600K,300-3799/3500,
3933,C48H24,48,300K+50K+600K,300-3799/3500,
3937,C48H22,48,300K+50K+600K,300-3799/3500,
3938,C48H22,48,300K+50K+600K,300-3799/3500,
3939,C48H22,48,300K+50K+600K,300-3799/3500,
3940,C48H22,48,300K+50K+600K,300-3799/3500,
3941,C48H22,48,300K+50K+600K,300-3799/3500,
3942,C48H22,48,300K+50K+600K,300-3799/3500,
3943,C48H22,48,300K+50K+600K,300-3799/3500,
3944,C48H22,48,300K+50K+600K,300-3799/3500,
3952,C48H20,48,300K+50K+600K,300-3799/3500,
635,C48H18,48,300K+50K+600K,300-3799/3500,
149,C50H22,50,300K+50K+600K+EXP,300-3799/3500,
3241,C51H19,51,300K+50K+600K,300-3799/3500,
3173,C52H18,52,300K+50K+600K,300-3799/3500,
834,C52H18,52,300K+50K+600K,300-3799/3500,
835,C52H17,52,300K+50K+600K,300-3799/3500,
826,C53H16,53,300K+50K+600K,300-3799/3500,
3176,C54H20,54,300K+50K+600K,300-3799/3500,
37,C54H18,54,300K+50K+600K,300-3799/3500,
3826,C54H28,54,300K+50K+600K,300-3799/3500,
3827,C54H28,54,300K+50K+600K,300-3799/3500,
3828,C54H28,54,300K+50K+600K,300-3799/3500,
3835,C54H30,54,300K+50K+600K,300-3799/3500,
3836,C54H30,54,300K+50K+600K,300-3799/3500,
3837,C54H30,54,300K+50K+600K,300-3799/3500,
3846,C54H26,54,300K+50K+600K,300-3799/3500,
3849,C54H26,54,300K+50K+600K,300-3799/3500,
3850,C54H26,54,300K+50K+600K,300-3799/3500,
3851,C54H26,54,300K+50K+600K,300-3799/3500,
3852,C54H26,54,300K+50K+600K,300-3799/3500,
3853,C54H26,54,300K+50K+600K,300-3799/3500,
3854,C54H26,54,300K+50K+600K,300-3799/3500,
3856,C54H26,54,300K+50K+600K,300-3799/3500,
3867,C54H24,54,300K+50K+600K,300-3799/3500,
3868,C54H24,54,300K+50K+600K,300-3799/3500,
3869,C54H24,54,300K+50K+600K,300-3799/3500,
3870,C54H24,54,300K+50K+600K,300-3799/3500,
3871,C54H24,54,300K+50K+600K,300-3799/3500,
3872,C54H24,54,300K+50K+600K,300-3799/3500,
3873,C54H24,54,300K+50K+600K,300-3799/3500,
3874,C54H24,54,300K+50K+600K,300-3799/3500,
3875,C54H24,54,300K+50K+600K,300-3799/3500,
3876,C54H24,54,300K+50K+600K,300-3799/3500,
3885,C54H24,54,300K+50K+600K,300-3799/3500,
3886,C54H24,54,300K+50K+600K,300-3799/3500,
3922,C54H22,54,300K+50K+600K,300-3799/3500,
3923,C54H22,54,300K+50K+600K,300-3799/3500,
3924,C54H22,54,300K+50K+600K,300-3799/3500,
3925,C54H22,54,300K+50K+600K,300-3799/3500,
823,C54H20,54,300K+50K+600K,300-3799/3500,
828,C54H18,54,300K+50K+600K,300-3799/3500,
836,C54H18,54,300K+50K+600K,300-3799/3500,
316,C55H20,55,300K+50K+600K,300-3799/3500,
3244,C55H19,55,300K+50K+600K,300-3799/3500,
3179,C56H20,56,300K+50K+600K,300-3799/3500,
806,C56H20,56,300K+50K+600K,300-3799/3500,
807,C56H20,56,300K+50K+600K,300-3799/3500,
646,C57H19,57,300K+50K+600K,300-3799/3500,
3182,C58H20,58,300K+50K+600K,300-3799/3500,
809,C58H22,58,300K+50K+600K,300-3799/3500,
3247,C59H21,59,300K+50K+600K,300-3799/3500,
89,C59H19,59,300K+50K+600K,300-3799/3500,
90,C59H20,59,300K+50K+600K,300-3799/3500,
91,C59H20,59,300K+50K+600K,300-3799/3500,
92,C59H20,59,300K+50K+600K,300-3799/3500,
93,C59H20,59,300K+50K+600K,300-3799/3500,
94,C59H20,59,300K+50K+600K,300-3799/3500,
95,C59H20,59,300K+50K+600K,300-3799/3500,
96,C59H20,59,300K+50K+600K,300-3799/3500,
97,C59H20,59,300K+50K+600K,300-3799/3500,
98,C59H20,59,300K+50K+600K,300-3799/3500,
99,C59H20,59,300K+50K+600K,300-3799/3500,
3586,C60H32,60,300K+50K+600K,300-3799/3500,
3587,C60H32,60,300K+50K+600K,300-3799/3500,
3588,C60H32,60,300K+50K+600K,300-3799/3500,
3589,C60H32,60,300K+50K+600K,300-3799/3500,
3599,C60H30,60,300K+50K+600K,300-3799/3500,
3600,C60H30,60,300K+50K+600K,300-3799/3500,
3601,C60H30,60,300K+50K+600K,300-3799/3500,
3602,C60H30,60,300K+50K+600K,300-3799/3500,
3603,C60H30,60,300K+50K+600K,300-3799/3500,
3604,C60H30,60,300K+50K+600K,300-3799/3500,
3605,C60H30,60,300K+50K+600K,300-3799/3500,
3606,C60H30,60,300K+50K+600K,300-3799/3500,
3607,C60H30,60,300K+50K+600K,300-3799/3500,
3608,C60H30,60,300K+50K+600K,300-3799/3500,
3609,C60H30,60,300K+50K+600K,300-3799/3500,
3630,C60H28,60,300K+50K+600K,300-3799/3500,
3641,C60H28,60,300K+50K+600K,300-3799/3500,
3642,C60H28,60,300K+50K+600K,300-3799/3500,
3643,C60H28,60,300K+50K+600K,300-3799/3500,
3644,C60H28,60,300K+50K+600K,300-3799/3500,
3645,C60H28,60,300K+50K+600K,300-3799/3500,
3646,C60H28,60,300K+50K+600K,300-3799/3500,
3647,C60H28,60,300K+50K+600K,300-3800/3499,
3649,C60H28,60,300K+50K+600K,300-3799/3500,
3651,C60H28,60,300K+50K+600K,300-3799/3500,
3652,C60H28,60,300K+50K+600K,300-3799/3500,
3653,C60H28,60,300K+50K+600K,300-3799/3500,
3658,C60H28,60,300K+50K+600K,300-3799/3500,
3659,C60H28,60,300K+50K+600K,300-3799/3500,
3661,C60H28,60,300K+50K+600K,300-3799/3500,
3662,C60H28,60,300K+50K+600K,300-3799/3500,
3664,C60H28,60,300K+50K+600K,300-3799/3500,
3665,C60H28,60,300K+50K+600K,300-3799/3500,
3666,C60H28,60,300K+50K+600K,300-3799/3500,
3667,C60H28,60,300K+50K+600K,300-3799/3500,
3705,C60H26,60,300K+50K+600K,300-3799/3500,
3706,C60H26,60,300K+50K+600K,300-3799/3500,
3707,C60H26,60,300K+50K+600K,300-3799/3500,
3708,C60H26,60,300K+50K+600K,300-3799/3500,
3709,C60H26,60,300K+50K+600K,300-3799/3500,
3710,C60H26,60,300K+50K+600K,300-3799/3500,
3720,C60H26,60,300K+50K+600K,300-3799/3500,
3721,C60H26,60,300K+50K+600K,300-3799/3500,
3722,C60H26,60,300K+50K+600K,300-3799/3500,
3723,C60H26,60,300K+50K+600K,300-3799/3500,
3724,C60H26,60,300K+50K+600K,300-3799/3500,
3725,C60H26,60,300K+50K+600K,300-3799/3500,
3726,C60H26,60,300K+50K+600K,300-3799/3500,
3727,C60H26,60,300K+50K+600K,300-3799/3500,
3728,C60H26,60,300K+50K+600K,300-3799/3500,
3729,C60H26,60,300K+50K+600K,300-3799/3500,
3730,C60H26,60,300K+50K+600K,300-3799/3500,
3731,C60H26,60,300K+50K+600K,300-3799/3500,
3732,C60H26,60,300K+50K+600K,300-3799/3500,
3733,C60H26,60,300K+50K+600K,300-3799/3500,
3734,C60H26,60,300K+50K+600K,300-3799/3500,
3735,C60H26,60,300K+50K+600K,300-3799/3500,
3736,C60H26,60,300K+50K+600K,300-3799/3500,
3739,C60H26,60,300K+50K+600K,300-3799/3500,
3740,C60H26,60,300K+50K+600K,300-3799/3500,
3741,C60H26,60,300K+50K+600K,300-3799/3500,
3792,C60H24,60,300K+50K+600K,300-3799/3500,
3793,C60H24,60,300K+50K+600K,300-3799/3500,
3794,C60H24,60,300K+50K+600K,300-3799/3500,
3795,C60H24,60,300K+50K+600K,300-3799/3500,
3796,C60H24,60,300K+50K+600K,300-3799/3500,
3797,C60H24,60,300K+50K+600K,300-3799/3500,
3798,C60H24,60,300K+50K+600K,300-3799/3500,
3799,C60H24,60,300K+50K+600K,300-3799/3500,
3800,C60H24,60,300K+50K+600K,300-3799/3500,
3811,C60H22,60,300K+50K+600K,300-3799/3500,
812,C60H24,60,300K+50K+600K,300-3799/3500,
3185,C62H20,62,300K+50K+600K,300-3799/3500,
727,C63H21,63,300K+50K+600K,300-3799/3500,
3188,C64H20,64,300K+50K+600K,300-3799/3500,
3191,C64H22,64,300K+50K+600K,300-3799/3500,
3249,C65H21,65,300K+50K+600K,300-3799/3500,
115,C66H20,66,300K+50K+600K,300-3799/3500,
3595,C66H24,66,300K+50K+600K,300-3799/3500,
594,C66H20,66,300K+50K+600K,300-3799/3500,
597,C66H20,66,300K+50K+600K,300-3799/3500,
600,C66H20,66,300K+50K+600K,300-3799/3500,
603,C66H20,66,300K+50K+600K,300-3799/3500,
713,C66H18,66,300K+50K+600K,300-3799/3500,
714,C66H18,66,300K+50K+600K,300-3799/3500,
3252,C67H21,67,300K+50K+600K,300-3799/3500,
3255,C67H23,67,300K+50K+600K,300-3799/3500,
656,C67H21,67,300K+50K+600K,300-3799/3500,
659,C71H21,71,300K+50K+600K,300-3799/3500,
3194,C72H22,72,300K+50K+600K,300-3799/3500,
3539,C72H26,72,300K+50K+600K,300-3799/3500,
3540,C72H26,72,300K+50K+600K,300-3799/3500,
3541,C72H26,72,300K+50K+600K,300-3799/3500,
3542,C72H26,72,300K+50K+600K,300-3799/3500,
3543,C72H26,72,300K+50K+600K,300-3799/3500,
3544,C72H26,72,300K+50K+600K,300-3799/3500,
3545,C72H26,72,300K+50K+600K,300-3799/3500,
3547,C72H26,72,300K+50K+600K,300-3799/3500,
3548,C72H26,72,300K+50K+600K,300-3799/3500,
3549,C72H26,72,300K+50K+600K,300-3799/3500,
3564,C72H26,72,300K+50K+600K,300-3799/3500,
3565,C72H26,72,300K+50K+600K,300-3799/3500,
3566,C72H26,72,300K+50K+600K,300-3799/3500,
3573,C72H24,72,300K+50K+600K,300-3799/3500,
3257,C73H21,73,300K+50K+600K,300-3799/3500,
3197,C76H22,76,300K+50K+600K,300-3799/3500,
3260,C77H23,77,300K+50K+600K,300-3799/3500,
120,C78H22,78,300K+50K+600K,300-3799/3500,
3430,C78H28,78,300K+50K+600K,300-3799/3500,
3431,C78H28,78,300K+50K+600K,300-3799/3500,
3432,C78H28,78,300K+50K+600K,300-3799/3500,
3433,C78H28,78,300K+50K+600K,300-3799/3500,
3434,C78H28,78,300K+50K+600K,300-3799/3500,
3435,C78H28,78,300K+50K+600K,300-3799/3500,
3438,C78H28,78,300K+50K+600K,300-3799/3500,
3439,C78H28,78,300K+50K+600K,300-3799/3500,
3440,C78H28,78,300K+50K+600K,300-3799/3500,
3441,C78H28,78,300K+50K+600K,300-3799/3500,
3442,C78H28,78,300K+50K+600K,300-3799/3500,
3443,C78H28,78,300K+50K+600K,300-3799/3500,
3444,C78H28,78,300K+50K+600K,300-3799/3500,
3447,C78H28,78,300K+50K+600K,300-3799/3500,
3449,C78H28,78,300K+50K+600K,300-3799/3500,
3450,C78H28,78,300K+50K+600K,300-3799/3500,
3451,C78H28,78,300K+50K+600K,300-3799/3500,
3452,C78H28,78,300K+50K+600K,300-3799/3500,
3453,C78H28,78,300K+50K+600K,300-3799/3500,
3454,C78H28,78,300K+50K+600K,300-3799/3500,
3455,C78H28,78,300K+50K+600K,300-3799/3500,
3456,C78H28,78,300K+50K+600K,300-3799/3500,
3457,C78H28,78,300K+50K+600K,300-3799/3500,
3458,C78H28,78,300K+50K+600K,300-3799/3500,
3463,C78H28,78,300K+50K+600K,300-3799/3500,
3464,C78H28,78,300K+50K+600K,300-3799/3500,
3465,C78H28,78,300K+50K+600K,300-3799/3500,
3466,C78H28,78,300K+50K+600K,300-3799/3500,
3467,C78H28,78,300K+50K+600K,300-3799/3500,
3528,C78H26,78,300K+50K+600K,300-3799/3500,
3529,C78H26,78,300K+50K+600K,300-3799/3500,
3537,C78H26,78,300K+50K+600K,300-3799/3500,
3538,C78H26,78,300K+50K+600K,300-3799/3500,
3263,C79H23,79,300K+50K+600K,300-3799/3500,
3200,C80H22,80,300K+50K+600K,300-3799/3500,
719,C80H20,80,300K+50K+600K,300-3799/3500,
3203,C82H24,82,300K+50K+600K,300-3799/3500,
3265,C83H23,83,300K+50K+600K,300-3799/3500,
174,C84H24,84,300K+50K+600K,300-3799/3500,
3381,C84H28,84,300K+50K+600K,300-3799/3500,
3382,C84H28,84,300K+50K+600K,300-3799/3500,
3383,C84H28,84,300K+50K+600K,300-3799/3500,
3384,C84H28,84,300K+50K+600K,300-3799/3500,
3391,C84H28,84,300K+50K+600K,300-3799/3500,
3392,C84H28,84,300K+50K+600K,300-3799/3500,
3393,C84H28,84,300K+50K+600K,300-3799/3500,
3394,C84H28,84,300K+50K+600K,300-3799/3500,
3395,C84H28,84,300K+50K+600K,300-3799/3500,
3401,C84H28,84,300K+50K+600K,300-3799/3500,
3402,C84H28,84,300K+50K+600K,300-3799/3500,
3403,C84H28,84,300K+50K+600K,300-3799/3500,
3404,C84H28,84,300K+50K+600K,300-3799/3500,
3405,C84H28,84,300K+50K+600K,300-3799/3500,
3422,C84H26,84,300K+50K+600K,300-3799/3500,
3271,C87H25,87,300K+50K+600K,300-3799/3500,
649,C87H23,87,300K+50K+600K,300-3799/3500,
650,C87H24,87,300K+50K+600K,300-3799/3500,
3206,C88H24,88,300K+50K+600K,300-3799/3500,
171,C90H30,90,300K+50K+600K,300-3799/3500,
3367,C90H28,90,300K+50K+600K,300-3799/3500,
3368,C90H28,90,300K+50K+600K,300-3799/3500,
3369,C90H28,90,300K+50K+600K,300-3799/3500,
3370,C90H28,90,300K+50K+600K,300-3799/3500,
618,C90H24,90,300K+50K+600K,300-3799/3500,
638,C90H24,90,300K+50K+600K,300-3799/3500,
3273,C91H25,91,300K+50K+600K,300-3799/3500,
3275,C93H25,93,300K+50K+600K,300-3799/3500,
3211,C94H24,94,300K+50K+600K,300-3799/3500,
3277,C95H25,95,300K+50K+600K,300-3799/3500,
3280,C95H27,95,300K+50K+600K,300-3799/3500,
108,C96H24,96,300K+50K+600K,300-3799/3500,
189,C96H28,96,300K+50K+600K,300-3799/3500,
3306,C96H30,96,300K+50K+600K,300-3799/3500,
3307,C96H30,96,300K+50K+600K,300-3799/3500,
3308,C96H30,96,300K+50K+600K,300-3799/3500,
3310,C96H30,96,300K+50K+600K,300-3799/3500,
3311,C96H30,96,300K+50K+600K,300-3799/3500,
3312,C96H30,96,300K+50K+600K,300-3799/3500,
3313,C96H30,96,300K+50K+600K,300-3799/3500,
3314,C96H30,96,300K+50K+600K,300-3799/3500,
3315,C96H30,96,300K+50K+600K,300-3799/3500,
3316,C96H30,96,300K+50K+600K,300-3799/3500,
3317,C96H30,96,300K+50K+600K,300-3799/3500,
3322,C96H30,96,300K+50K+600K,300-3799/3500,
3323,C96H30,96,300K+50K+600K,300-3799/3500,
3324,C96H30,96,300K+50K+600K,300-3799/3500,
3325,C96H30,96,300K+50K+600K,300-3799/3500,
3326,C96H30,96,300K+50K+600K,300-3799/3500,
3327,C96H30,96,300K+50K+600K,300-3799/3500,
3328,C96H30,96,300K+50K+600K,300-3799/3500,
3329,C96H30,96,300K+50K+600K,300-3799/3500,
3330,C96H30,96,300K+50K+600K,300-3799/3500,
3331,C96H30,96,300K+50K+600K,300-3799/3500,
3373,C96H28,96,300K+50K+600K,300-3799/3500,
564,C96H26,96,300K+50K+600K,300-3799/3500,
682,C96H25,96,300K+50K+600K,300-3799/3500,
683,C96H25,96,300K+50K+600K,300-3799/3500,
684,C96H25,96,300K+50K+600K,300-3799/3500,
685,C96H25,96,300K+50K+600K,300-3799/3500,
687,C96H25,96,300K+50K+600K,300-3799/3500,
688,C96H25,96,300K+50K+600K,300-3799/3500,
689,C96H25,96,300K+50K+600K,300-3799/3500,
690,C96H25,96,300K+50K+600K,300-3799/3500,
691,C96H26,96,300K+50K+600K,300-3799/3500,
693,C96H23,96,300K+50K+600K,300-3799/3500,
696,C96H23,96,300K+50K+600K,300-3799/3500,
699,C96H22,96,300K+50K+600K,300-3799/3500,
799,C97H26,97,300K+50K+600K,300-3799/3500,
800,C97H26,97,300K+50K+600K,300-3799/3500,
565,C98H28,98,300K+50K+600K,300-3799/3500,
567,C98H28,98,300K+50K+600K,300-3799/3500,
801,C98H26,98,300K+50K+600K,300-3799/3500,
3282,C99H25,99,300K+50K+600K,300-3799/3500,
803,C100H28,100,300K+50K+600K,300-3799/3500,
804,C101H30,101,300K+50K+600K,300-3799/3500,
177,C102H26,102,300K+50K+600K,300-3799/3500,
180,C102H26,102,300K+50K+600K,300-3799/3500,
4261,C102H30,102,300K+50K+600K,300-3799/3500,
4262,C102H30,102,300K+50K+600K,300-3799/3500,
4263,C102H30,102,300K+50K+600K,300-3799/3500,
4264,C102H30,102,300K+50K+600K,300-3799/3500,
4265,C102H30,102,300K+50K+600K,300-3799/3500,
4266,C102H30,102,300K+50K+600K,300-3799/3500,
4267,C102H30,102,300K+50K+600K,300-3799/3500,
4268,C102H30,102,300K+50K+600K,300-3799/3500,
4269,C102H30,102,300K+50K+600K,300-3799/3500,
4272,C102H32,102,300K+50K+600K,300-3799/3500,
3285,C103H27,103,300K+50K+600K,300-3799/3500,
611,C106H28,106,300K+50K+600K,300-3799/3500,
3287,C107H27,107,300K+50K+600K,300-3799/3500,
3289,C107H27,107,300K+50K+600K,300-3799/3500,
3217,C108H26,108,300K+50K+600K,300-3799/3500,
4243,C108H30,108,300K+50K+600K,300-3799/3500,
4244,C108H30,108,300K+50K+600K,300-3799/3500,
4245,C108H30,108,300K+50K+600K,300-3799/3500,
162,C110H26,110,300K+50K+600K,300-3799/3500,
183,C110H30,110,300K+50K+600K,300-3799/3500,
3291,C111H27,111,300K+50K+600K,300-3799/3500,
165,C112H26,112,300K+50K+600K,300-3799/3500,
606,C112H26,112,300K+50K+600K,300-3799/3500,
728,C112H28,112,300K+50K+600K,300-3799/3500,
3293,C113H27,113,300K+50K+600K,300-3799/3500,
3296,C115H29,115,300K+50K+600K,300-3799/3500,
3298,C115H27,115,300K+50K+600K,300-3799/3500,
3300,C119H29,119,300K+50K+600K,300-3799/3500,
653,C119H27,119,300K+50K+600K,300-3799/3500,
186,C120H36,120,300K+50K+600K,300-3799/3500,
3220,C120H28,120,300K+50K+600K,300-3799/3500,
4226,C120H32,120,300K+50K+600K,300-3799/3500,
3302,C121H29,121,300K+50K+600K,300-3799/3500,
4229,C126H32,126,300K+50K+600K,300-3799/3500,
4235,C126H34,126,300K+50K+600K,300-3799/3500,
569,C126H30,126,300K+50K+600K,300-3799/3500,
3304,C127H31,127,300K+50K+600K,300-3799/3500,
631,C128H28,128,300K+50K+600K,300-3799/3500,
168,C130H28,130,300K+50K+600K,300-3799/3500,
4171,C132H34,132,300K+50K+600K,300-3799/3500,
4185,C132H34,132,300K+50K+600K,300-3799/3500,
4188,C132H34,132,300K+50K+600K,300-3799/3500,
4190,C132H34,132,300K+50K+600K,300-3799/3500,
4191,C132H34,132,300K+50K+600K,300-3799/3500,
4192,C132H34,132,300K+50K+600K,300-3799/3500,
4195,C132H34,132,300K+50K+600K,300-3799/3500,
4196,C132H34,132,300K+50K+600K,300-3799/3500,
4198,C132H34,132,300K+50K+600K,300-3799/3500,
4180,C138H34,138,300K+50K+600K,300-3799/3500,
4181,C138H34,138,300K+50K+600K,300-3799/3500,
772,C138H30,138,300K+50K+600K,300-3799/3500,
760,C142H30,142,300K+50K+600K,300-3799/3500,
763,C142H30,142,300K+50K+600K,300-3799/3500,
4043,C144H36,144,300K+50K+600K,300-3799/3500,
4044,C144H36,144,300K+50K+600K,300-3799/3500,
4045,C144H36,144,300K+50K+600K,300-3799/3500,
4046,C144H36,144,300K+50K+600K,300-3799/3500,
4047,C144H36,144,300K+50K+600K,300-3799/3500,
4048,C144H36,144,300K+50K+600K,300-3799/3500,
4055,C144H36,144,300K+50K+600K,300-3799/3500,
4056,C144H36,144,300K+50K+600K,300-3799/3500,
4057,C144H36,144,300K+50K+600K,300-3799/3500,
4059,C144H36,144,300K+50K+600K,300-3799/3500,
4060,C144H36,144,300K+50K+600K,300-3799/3500,
4061,C144H36,144,300K+50K+600K,300-3799/3500,
4062,C144H36,144,300K+50K+600K,300-3799/3500,
4064,C144H36,144,300K+50K+600K,300-3799/3500,
4065,C144H36,144,300K+50K+600K,300-3799/3500,
4066,C144H36,144,300K+50K+600K,300-3799/3500,
4067,C144H36,144,300K+50K+600K,300-3799/3500,
4068,C144H36,144,300K+50K+600K,300-3799/3500,
4069,C144H36,144,300K+50K+600K,300-3799/3500,
4070,C144H36,144,300K+50K+600K,300-3799/3500,
4071,C144H36,144,300K+50K+600K,300-3799/3500,
4072,C144H36,144,300K+50K+600K,300-3799/3500,
4075,C144H36,144,300K+50K+600K,300-3799/3500,
4076,C144H36,144,300K+50K+600K,300-3799/3500,
4077,C144H36,144,300K+50K+600K,300-3799/3500,
4078,C144H36,144,300K+50K+600K,300-3799/3500,
4080,C144H36,144,300K+50K+600K,300-3799/3500,
4081,C144H36,144,300K+50K+600K,300-3799/3500,
4082,C144H36,144,300K+50K+600K,300-3799/3500,
4083,C144H36,144,300K+50K+600K,300-3799/3500,
4084,C144H36,144,300K+50K+600K,300-3799/3500,
4085,C144H36,144,300K+50K+600K,300-3799/3500,
4087,C144H36,144,300K+50K+600K,300-3799/3500,
4088,C144H36,144,300K+50K+600K,300-3799/3500,
4159,C144H34,144,300K+50K+600K,300-3799/3500,
641,C144H30,144,300K+50K+600K,300-3799/3500,
755,C144H30,144,300K+50K+600K,300-3799/3500,
746,C146H30,146,300K+50K+600K,300-3799/3500,
749,C146H30,146,300K+50K+600K,300-3799/3500,
752,C146H30,146,300K+50K+600K,300-3799/3500,
4008,C150H36,150,300K+50K+600K,300-3799/3500,
4009,C150H36,150,300K+50K+600K,300-3799/3500,
4010,C150H36,150,300K+50K+600K,300-3799/3500,
4016,C150H36,150,300K+50K+600K,300-3799/3500,
4017,C150H36,150,300K+50K+600K,300-3799/3500,
4018,C150H36,150,300K+50K+600K,300-3799/3500,
4019,C150H36,150,300K+50K+600K,300-3799/3500,
4020,C150H36,150,300K+50K+600K,300-3799/3500,
4029,C150H36,150,300K+50K+600K,300-3799/3500,
4031,C150H36,150,300K+50K+600K,300-3799/3500,
612,C150H30,150,300K+50K+600K,300-3799/3500,
619,C170H32,170,300K+50K+600K,300-3799/3500,
634,C190H34,190,300K+50K+600K,300-3799/3500,
742,C210H36,210,300K+50K+600K,300-3799/3500,
615,C216H36,216,300K+50K+600K,300-3799/3500,
